id,manufacturer,displacement,name
,1,6,TZR50
,1,6,TZR50R
,1,6,Vino Molfe
,1,6,VOGEL
,1,6,VOX
,1,6,Why
,1,6,YB-1
,1,6,YB-1 FOUR
,1,6,YB50
,1,6,YF1
,1,6,YSR50
,1,6,YZ50
,1,6,Zippy 50
,2,0,GSX1300R HAYABUSA
,2,0,V-Strom 1050
,2,0,V-Strom 1050XT
,2,0,B-KING
,2,0,BANDIT 1200
,2,0,BANDIT 1200S
,2,0,BANDIT 1250
,2,0,BANDIT 1250F
,2,0,BANDIT 1250S
,2,0,BOULEVARD C109R
,2,0,BOULEVARD C90
,2,0,BOULEVARD C109R/R2
,2,0,GS1100
,2,0,GS1100GK
,2,0,GS1100L
,2,0,GS1200SS
,2,0,GSF1200
,2,0,GSF1200S
,2,0,GSX-R1100/W
,2,0,GSX1100E
,2,0,GSX1100EF
,2,0,GSX1100ES
,2,0,GSX1100G
,2,0,GSX1100F
,2,0,GSX1100S KATANA
,2,0,GSX1150EF
,2,0,GSX1400/Z
,2,0,GV1400 CAVALCADE LXE
,2,0,INAZUMA 1200
,2,0,INTRUDER 1400
,2,0,INTRUDER LC1500
,2,0,INTRUDER M1500
,2,0,V-Strom 1000
,2,0,V-Strom 1000XT
,2,0,V-Strom 1050XT TOUR
,2,1,GSX-R1000/R
,2,1,GSX-S1000
,2,1,GSX-S1000F
,2,1,GSX-S1000GT
,2,1,GSX-S1000S KATANA
,2,1,BOULEVARD 800
,2,1,BOULEVARD C50T
,2,1,Desperado 800
,2,1,Desperado 800X
,2,1,DR800S
,2,1,GS1000
,2,1,GS1000E
,2,1,GS1000G
,2,1,GS1000S
,2,1,GS850G
,2,1,GS850GL
,2,1,GSX-S950
,2,1,INTRUDER 800
,2,1,INTRUDER Classic 800
,2,1,RF900R
,2,1,SV1000
,2,1,SV1000S
,2,1,TL1000R
,2,1,TL1000S
,2,1,VX800
,2,2,GSX-S750
,2,2,RM-Z450
,2,2,SV650
,2,2,SV650X
,2,2,V-Strom 650
,2,2,V-Strom 650XT
,2,2,BANDIT 650
,2,2,BANDIT 650S
,2,2,BANDIT 750
,2,2,DR600
,2,2,DR650
,2,2,DR650S
,2,2,DR650SE
,2,2,DR750S
,2,2,GLADIUS 650
,2,2,GR650
,2,2,GS425
,2,2,GS459
,2,2,GS500E
,2,2,GS550E
,2,2,GS550L
,2,2,GS650E
,2,2,GS650G KATANA
,2,2,GS650GT
,2,2,GS750
,2,2,GS750E
,2,2,GS750G
,2,2,GS750GL
,2,2,GSF600S
,2,2,GSF750
,2,2,GSR600
,2,2,GSR750
,2,2,GSX-R600
,2,2,GSX-R750
,2,2,GSC-R750R
,2,2,GSX-R750SP
,2,2,GSX550L
,2,2,GSX600F
,2,2,GSX650F
,2,2,GSX750E
,2,2,GSX750EF
,2,2,GSX750F
,2,2,GSX750G
,2,2,GSX750L
,2,2,GSX750S KATANA
,2,2,GT500
,2,2,GT550
,2,2,GT750
,2,2,INAZUMA 750
,2,2,INTRUDER 750
,2,2,RE-5
,2,2,RE500
,2,2,RF600R
,2,2,RG500
,2,2,RG500Γ
,2,2,RM465
,2,2,RMX450Z
,2,2,SAVAGE 650
,2,2,SKYWAVE 650/LX
,2,2,SV650S
,2,2,T500
,2,2,XF650 FREEWIND
,2,2,XN85
,2,3,BURGMAN 400
,2,3,BANDIT 400/V/VZ
,2,3,BANDIT 400LTD/V
,2,3,BOULEVARD 400
,2,3,Desperado 400
,2,3,Desperado 400X
,2,3,Desperado WINDER
,2,3,DR-Z400
,2,3,DR-Z400E
,2,3,DR-Z400S
,2,3,DR-Z400SM
,2,3,DR350
,2,3,DR350SE
,2,3,DR400
,2,3,DR400Z
,2,3,GLADIUS 400
,2,3,GN400
,2,3,GOOSE 350
,2,3,GS400
,2,3,GS400E
,2,3,GS400L
,2,3,GS450S
,2,3,GSR400
,2,3,GSX-F
,2,3,GSX-R400/SP
,2,3,GSX-R400R/SP
,2,3,GSX400 IMPULSE
,2,3,GSX400 IMPIUSE Type S
,2,3,GSX400E
,2,3,GSX400F
,2,3,GSX400FS IMPULSE
,2,3,GSX400FW
,2,3,GSX400L
,2,3,GSX400S KATANA
,2,3,GSX400T
,2,3,GSX400X IMPULSE
,2,3,GSX400XS IMPULSE
,2,3,GT350
,2,3,GT380
,2,3,INAZUMA 400
,2,3,INTRUDER 400
,2,3,INTRUDER Classic 400
,2,3,RF400R
,2,3,RG400Γ
,2,3,SAVAGE 400
,2,3,SKYWAVE 400
,2,3,SKYWAVE 400 Limited
,2,3,SKYWAVE 400TYPE S
,2,3,SKYWAVE 400SS
,2,3,SP370
,2,3,SV400
,2,3,T350
,2,3,TEMPTER 400
,2,3,TM400
,2,3,TS400
,2,4,BURGMAN 200
,2,4,GIXXER 150
,2,4,GIXXER 250
,2,4,GIXXER SF250
,2,4,GSX250R
,2,4,RM-Z250
,2,4,V-Strom 250
,2,4,250SB
,2,4,ACROSS
,2,4,AVENIS 150
,2,4,BANDIT 250/V/VZ
,2,4,BANDIT 250LTD
,2,4,BURGMAN 150
,2,4,BURGMAN 250
,2,4,COBRA
,2,4,COLLEDA 250 T10
,2,4,"COLLEDA ""%0TC"
,2,4,COLLEDA SUPER TOURING
,2,4,COLLEDA Twin ACE 250TA
,2,4,DF200E
,2,4,DJEBEL 200
,2,4,DJEBEL 250
,2,4,DJEBEL 250 GPS
,2,4,DJEBEL 250 XC
,2,4,DR-Z250
,2,4,DR200
,2,4,DR200SE Trojan
,2,4,DR250R
,2,4,DR250S
,2,4,DR250SHC
,2,4,DR250SHE
,2,4,FX150R
,2,4,Gemma
,2,4,GF250
,2,4,GF250S
,2,4,GIXXER SF150
,2,4,GN250
,2,4,GN250E
,2,4,GOOSE 250
,2,4,Grasstracker
,2,4,Grasstracker BIGBOY
,2,4,GS250FW
,2,4,GSR250
,2,4,GSR250F
,2,4,GSR250S
,2,4,GSX-R150
,2,4,GSX-R250/SP
,2,4,GSX-R250R/SP
,2,4,GSX-S150
,2,4,GSX150 BANDIT
,2,4,GSX250E
,2,4,GSX250FX
,2,4,GSX250L
,2,4,GSX250S KATANA
,2,4,GSX250T
,2,4,GT185
,2,4,GT250
,2,4,GZ150
,2,4,GZ150-A
,2,4,GZ250
,2,4,HUSTLER 185
,2,4,HUSTLER 250
,2,4,INTRUDER LC250
,2,4,MARAUDER 250
,2,4,NZ250
,2,4,PE175
,2,4,PE250
,2,4,RAIDER150R
,2,4,RG150Γ
,2,4,RG185
,2,4,RG200Γ
,2,4,RG250
,2,4,RG250E
,2,4,RG250Γ
,2,4,RGV-Γ250SP
,2,4,RGV250Γ
,2,4,RH250
,2,4,RL250
,2,4,RM250
,2,4,RMX250
,2,4,RMX250R
,2,4,RMX250S
,2,4,Scrambler TC250
,2,4,SKYWAVE 250
,2,4,SKYWAVE 250 Limited
,2,4,SKYWAVE 250 TYPE M
,2,4,SKYWAVE 250 TYPE S/BASIC
,2,4,SKYWAVE 250SS
,2,4,ST250/E-Type
,2,4,Super T21
,2,4,SW-1
,2,4,SX200R
,2,4,T20
,2,4,T200
,2,4,T250
,2,4,T250-3
,2,4,TC185
,2,4,TC200
,2,4,TM250
,2,4,TS185
,2,4,ts200
,2,4,TS200R
,2,4,V-Strom SX
,2,4,VanVan 200/Z
,2,4,VECSTAR 150
,2,4,VOLTY
,2,4,WOLF 200
,2,4,WOLF 250
,2,5,ADDRESS 110
,2,5,ADDRESS 125
,2,5,GSX-R125
,2,5,GSX-S125
,2,5,SWISH
,2,5,SWIDH LIMITED
,2,5,125S30
,2,5,2Cycle Birdie 80
,2,5,70K30
,2,5,80K10P
,2,5,A100
,2,5,A70
,2,5,A90
,2,5,Access 125
,2,5,ADDRESS V100
,2,5,ADDRESS V125
,2,5,ADDRESS V125G
,2,5,ADDRESS V125G Limited
,2,5,ADDRESS V125S
,2,5,ADDRESS V125S Basic
,2,5,ADDRESS V125S Limited
,2,5,ADDRESS V125SS
,2,5,ADDRESS Z125
,2,5,AN125
,2,5,AVENIS 125
,2,5,B100
,2,5,B120
,2,5,Birdie 80
,2,5,Birdie 90
,2,5,BURGMAN 125
,2,5,CM75
,2,5,COLLEDA 125
,2,5,COLLEDA 125SH
,2,5,COLLEDA 125SK
,2,5,SL
,2,5,COLLEDA 90
,2,5,DF125E
,2,5,DJEBEL 125
,2,5,DR-Z125
,2,5,DR-Z125L
,2,5,DR-Z70
,2,5,DR125S
,2,5,DR125SM
,2,5,DS80
,2,5,EN125
,2,5,FD110
,2,5,Gemma 125
,2,5,Gemma 125 Custom
,2,5,Gemma 80
,2,5,Gemma 90
,2,5,GemmaQuest 90
,2,5,GN125
,2,5,GN125E
,2,5,GN80
,2,5,GP125
,2,5,GS125E
,2,5,GS125E KATANA
,2,5,GT100
,2,5,GT125
,2,5,GZ125HS
,2,5,HUSTLER 125
,2,5,HUSTLER 80
,2,5,HUSTLER 90
,2,5,INTRUDER 125
,2,5,K125
,2,5,K30
,2,5,K80
,2,5,K90
,2,5,K90G
,2,5,KS50
,2,5,Landie 55
,2,5,Let's 110
,2,5,M80
,2,5,MARAUDER 125/GZ125
,2,5,miniCRO75
,2,5,nex
,2,5,RA125
,2,5,Raider J Crossover
,2,5,RG125
,2,5,RG125E
,2,5,RG125Γ
,2,5,RG80E
,2,5,RM125
,2,5,RM80
,2,5,RM80L
,2,5,RM85
,2,5,RV90
,2,5,S10
,2,5,Salutp 125
,2,5,Scrambler AC90
,2,5,SELPET 52MD
,2,5,SELPET 80K
,2,5,SHOOTER
,2,5,SPORTS 125S40
,2,5,SPORTS 80K11
,2,5,SPORTS S31
,2,5,SPORTS T125
,2,5,STERRTMAGIC110
,2,5,STEREETMAGICⅡ110
,2,5,SUPER FREE 90
,2,5,SUPER FREE80
,2,5,SX125R
,2,5,T125
,2,5,TC110
,2,5,TC120
,2,5,TEKKEN125
,2,5,TF125
,2,5,TM125
,2,5,TS100C
,2,5,TS125
,2,5,TS125R
,2,5,U70
,2,5,U70K40
,2,5,VanVan 125
,2,5,VanVan 75
,2,5,VanVan 90
,2,5,VECSTAR 125
,2,5,WOLF 125
,2,5,WOLF 90-2
,2,5,WOLF T90
,2,6,ADDRESS V50
,2,6,DR-Z50
,2,6,Let's
,2,6,Let's Basket
,2,6,2Cycle Birdie 50
,2,6,ADDRESS
,2,6,ADDRESS Tune
,2,6,ADDRESS WAY
,2,6,BARA
,2,6,Birdie 50
,2,6,CARNA
,2,6,CHANCE
,2,6,choikago
,2,6,choinori
,2,6,choinori SS
,2,6,CM50
,2,6,COLLEDA
,2,6,COLLEDA Scrambler
,2,6,COLLEDA Sports
,2,6,CY50
,2,6,e-Let's/W
,2,6,EPO/PV50
,2,6,FanFan
,2,6,Free 50
,2,6,GA50
,2,6,GAG
,2,6,Gemma 50
,2,6,GemmaQuest 50
,2,6,GN50E
,2,6,GS50
,2,6,HI
,2,6,HI R
,2,6,HI UP
,2,6,HI UP R
,2,6,HUSTLER 50/TS50/TS50W
,2,6,JR50
,2,6,K50
,2,6,Katana 50
,2,6,Landie 55
,2,6,Let's 4
,2,6,Let's 4 Basket
,2,6,Let's 4Pallet
,2,6,Let's 5
,2,6,Let's 2
,2,6,Love
,2,6,Love 3
,2,6,M15
,2,6,MameTan50 /Custom
,2,6,mini Tan
,2,6,MINI50
,2,6,miniCro50
,2,6,MODE GT
,2,6,MOLLET
,2,6,RAN
,2,6,RAN SUPER DELUXE
,2,6,RG50
,2,6,RG50E
,2,6,RG50Γ
,2,6,RG50T
,2,6,RM50
,2,6,Scrambler AC50
,2,6,SELPET M12
,2,6,SELPET MD
,2,6,SELPET MA
,2,6,SELPET ME
,2,6,SEPIA
,2,6,SEPIA M
,2,6,SEPIA RS
,2,6,SEPIA ZZ
,2,6,SHOOT
,2,6,SMX50
,2,6,SPORTS 50M12-2
,2,6,SPORTS AS50
,2,6,STREETMAGIC50S
,2,6,SUPER FREE F50
,2,6,SUPER FREE F50-2
,2,6,SUPER MINI M50
,2,6,Super MOLLET
,2,6,Ssper Sports M40
,2,6,Susie
,2,6,Swany
,2,6,U50
,2,6,VanVan 50
,2,6,Verde
,2,6,WOLF
,2,6,WOLF 50
,2,6,Youdy 50
,2,6,Youdy Mini
,2,6,ZZ
,3,0,1400GTR
,,0,GPZ1100
,,0,GPZ1100F
,,0,GPZ1100R
,,0,Ninja ZX-11
,,0,Ninja ZX-12R
,,0,Ninja ZX-14
,,0,Ninja ZX-14R
,,0,VN1700 Classic Tourer
,,0,VN1700 VOYAGER
,,0,VN1700 VOYAGER CUSTOM
,,0,VN2000 Classic
,,0,VN2000 Classic LT
,,0,VN2000 / VULCAN2000
,,0,VULCAN 1500
,,0,VULCAN 1500 CLASSIC
,,0,VULCAN 1500 Classic Tourer
,,0,VULCAN 1500 DRIFTER
,,0,VULCAN 1500 MEAN STEREAK
,,0,VULCAN 1600 CLASSIC
,,0,VULCAN 1600 MEAN STEREAK
,,0,VULCAN 1600 NOMAD
,,0,VULCAN 1700 NOMAD
,,0,VULCAN 1700 Classic Tourer
,,0,VULCAN 1700 Classic
,,0,VULCAN 1700 VAQUERO
,,0,Z1000MK-Ⅱ
,,0,Z1100
,,0,Z1100 Spectre
,,0,Z1100GP
,,0,Z1100LTD
,,0,Z1100R
,,0,Z1300
,,0,ZEPHYR 1100
,,0,ZEPHYR 1100RS
,,0,ZG1300
,,0,ZRX1100
,,0,ZRX1100-Ⅱ
,,0,ZRX1200
,,0,ZRX1200R
,,0,ZRX1200S
,,0,ZZR1100
,,0,ZZR1200
,,0,ZZR1400
,,1,MEGURO K3
,,1,Ninja 1000SX
,,1,Ninja H2 SX
,,1,Ninja H2 SX SE/+
,,1,Ninja H2R
,,1,Ninja H2 (CARBON)
,,1,Ninja ZX-10R
,,1,Ninja ZX-10R SE
,,1,Ninja ZX-10RR
,,1,Versys 1000 /SE
,,1,W800 (STRRT/CAFE)
,,1,Z H2
,,1,Z H2 SE
,,1,Z1000
,,1,Z900
,,1,Z900 SE
,,1,Z900RS
,,1,Z900RS CAFÉ
,,1,1000GTR
,,1,ELIMINATOR 900
,,1,GPZ1000RX
,,1,GPZ900R Ninja
,,1,LTD1100
,,1,Ninja 1000
,,1,Ninja ZX-9R
,,1,VULCAN 800
,,1,VULCAN 800 CLASSIC
,,1,VULCAN 800 DRIFTER
,,1,VULCAN 900 CLASSIC
,,1,VULCAN 900 Custom
,,1,Z1-R
,,1,Z1-RⅡ
,,1,Z1000 FUEL INJECTION
,,1,Z1000CSR
,,1,Z1000H
,,1,Z1000J
,,1,Z1000LTD
,,1,Z1000R
,,1,Z1000ST
,,1,Z1
,,1,Z800
,,1,Z900
,,1,Z900 LTD
,,1,ZL1000
,,2,KX450
,,2,KX450X
,,2,Ninja 650
,,2,Ninja ZX-6R
,,2,VULCAN S
,,2,Z650
,,2,Z650RS
,,2,500SS MACHⅢ
,,2,W3
,,2,750SS
,,2,750Turbo
,,2,ELIMINATOR 750
,,2,EN500
,,2,ER-5
,,2,ER-6n
,,2,ER-6f
,,2,GPX600R
,,2,GPX750R
,,2,GPZ500S / Ninja 500R
,,2,GPZ550
,,2,GPZ600R
,,2,GPZ750
,,2,GPz750F
,,2,GPz750R
,,2,kh500
,,2,kl600R
,,2,KLE500
,,2,KLR650
,,2,KLX450R
,,2,KLX650
,,2,KX420
,,2,KX450F
,,2,KX500
,,2,MEGURO STAMINA K2
,,2,Ninja 650R
,,2,Ninja ZX-6RR
,,2,Ninja ZX-7R
,,2,Ninja ZX-7RR
,,2,TENGAI
,,2,Versys 650
,,2,VZ750 TWIN
,,2,W1
,,2,W1S
,,2,W1SA
,,2,W2SS
,,2,W2TT
,,2,W650
,,2,Z2
,,2,Z440
,,2,Z440C
,,2,Z440LTD
,,2,Z500
,,2,Z550
,,2,Z550FX
,,2,Z550GP
,,2,Z550LTD
,,2,Z650 Four
,,2,Z650LTD
,,2,Z650 SR
,,2,Z750
,,2,Z750 Spectre
,,2,Z750B
,,2,Z750D
,,2,Z750Four
,,2,Z750FX
,,2,Z750GP
,,2,Z750LTD
,,2,Z750R
,,2,Z750RS
,,2,Z750S
,,2,Z750T
,,2,Z750Twin
,,2,ZR-7
,,2,ZR-7S
,,2,ZXR750
,,2,ZXR750R
,,2,ZZR600
,,3,Ninja 400
,,,Z400
,,,350A7
,,,350SS
,,,350TR BIGHORN
,,,400RS
,,,400SS
,,,A7SS
,,,ELIMINATOR 400
,,,ELIMINATOR 400 LX
,,,ELIMINATOR 400 SE
,,,EN400TWIN
,,,ER-4n
,,,EX-4
,,,FX400R
,,,GPX400R
,,,GPZ400
,,,GPZ400F
,,,GPZ400F2
,,,GPZ400R
,,,GPZ400S
,,,J300
,,,KDX400
,,,KH400
,,,KLE400
,,,KLX300
,,,KLX300R
,,,KLX300SM
,,,KLX300R
,,,KLX400R
,,,KLX400SR
,,,MEGURO Argus J8
,,,Ninja 300
,,,Ninja 400R
,,,Versys-X 300
,,,VULCAN 400
,,,VULCAN 400 CLASSIC
,,,VULCAN 400 DRIFTER
,,,W400
,,,XANTHUS
,,,Z300
,,,Z400 Custom
,,,Z400B
,,,Z400FX
,,,Z400GP
,,,Z400J
,,,Z400LTD
,,,ZEPHYR
,,,ZEPHYR χ
